ITEM_ID,USER_ID,TIMESTAMP,CABIN_TYPE,EVENT_VALUE,EVENT_TYPE
8566475821201526637,-7706561375006035658,1419206400,Economy,10.0,RATING
8566475821201526637,2890219601471431250,1418169600,Business Class,5.0,RATING
-198685942195013072,5131869764776526099,1377561600,Economy,6.0,RATING
-198685942195013072,4033793387485853758,1376352000,Economy,10.0,RATING
-198685942195013072,1165540930814000937,1376179200,Economy,10.0,RATING
-198685942195013072,4994115557876664893,1375574400,Economy,10.0,RATING
715073372130382316,-1703423994879307564,1397088000,Economy,8.0,RATING
715073372130382316,-89969872258780292,1394496000,Economy,8.0,RATING
-4573627727190337998,-497445003668820678,1434931200,Economy,10.0,RATING
-4573627727190337998,7190337536126565445,1434672000,Economy,1.0,RATING
-4573627727190337998,-8416042249295099863,1434585600,Economy,10.0,RATING
-1023099686133718933,3664496949557787409,1409184000,Economy,2.0,RATING
-1023099686133718933,-3911677957179576444,1409184000,Economy,8.0,RATING
-1023099686133718933,-301799722864749299,1409011200,Economy,2.0,RATING
8566475821201526637,7583095736503409537,1417392000,Economy,8.0,RATING
8566475821201526637,-7935402922110186497,1414454400,Economy,5.0,RATING
8566475821201526637,2402614861457859912,1414454400,Economy,9.0,RATING
8566475821201526637,-7132189296505925878,1414454400,Economy,8.0,RATING
-198685942195013072,2990701938409924417,1375574400,Business Class,9.0,RATING
-198685942195013072,-5366671037398350083,1374969600,Economy,5.0,RATING
-198685942195013072,3930061657839071426,1374624000,Economy,3.0,RATING
715073372130382316,-8422123008176843948,1393372800,Economy,3.0,RATING
715073372130382316,-4499670950379448337,1392422400,Economy,8.0,RATING
715073372130382316,3411141990781494573,1392163200,Economy,1.0,RATING
715073372130382316,-4502604396266166859,1390608000,Economy,3.0,RATING
-4573627727190337998,-2097651857086278733,1434240000,Economy,2.0,RATING
-4573627727190337998,-12683225896830659,1434153600,Economy,1.0,RATING
-1023099686133718933,-7257977370943669223,1409011200,Economy,9.0,RATING
-1023099686133718933,-7640172366239053880,1409011200,Economy,3.0,RATING
8566475821201526637,-3673603218021964331,1412726400,Economy,9.0,RATING
8566475821201526637,-102250784856891382,1411344000,Economy,2.0,RATING
8566475821201526637,2883798025105393184,1410652800,Economy,10.0,RATING
8566475821201526637,1456768004975160691,1410652800,Business Class,9.0,RATING
-198685942195013072,3643695181112095928,1374364800,Economy,10.0,RATING
-198685942195013072,-7713675558637042035,1373846400,Economy,10.0,RATING
-198685942195013072,7516458205874954453,1373760000,Business Class,9.0,RATING
715073372130382316,8354290775571740745,1389571200,Economy,8.0,RATING
715073372130382316,1876596750387378825,1389052800,Economy,2.0,RATING
-4573627727190337998,-7817251662771879296,1431475200,Economy,7.0,RATING
-4573627727190337998,-313925169259130017,1429142400,Economy,10.0,RATING
-4573627727190337998,7782954688581700804,1425427200,Business Class,6.0,RATING
-1023099686133718933,3080684029968022113,1408320000,Economy,2.0,RATING
-1023099686133718933,2117360944084472490,1408320000,Economy,2.0,RATING
-1023099686133718933,-655310195685770263,1407715200,Economy,10.0,RATING
-1023099686133718933,-6047439943561761581,1407456000,Economy,2.0,RATING
8566475821201526637,7326438331459280850,1408233600,Economy,9.0,RATING
8566475821201526637,-594794380536837502,1405209600,Economy,9.0,RATING
8566475821201526637,-5513472014849866347,1405036800,Economy,7.0,RATING
-198685942195013072,9110144987405185192,1373328000,Economy,10.0,RATING
-198685942195013072,5817036392399745975,1372809600,Economy,2.0,RATING
-198685942195013072,-7570782607721263409,1372636800,Economy,8.0,RATING
-198685942195013072,-1818112178343057537,1372550400,Economy,8.0,RATING
-3993030390775089019,-1787892349734465045,1344470400,Economy,8.0,RATING
-3993030390775089019,-262330213502425494,1330387200,Economy,7.0,RATING
715073372130382316,-1768343343673801759,1388448000,Economy,3.0,RATING
-4573627727190337998,-4316840030683115210,1424736000,Economy,10.0,RATING
-4573627727190337998,-58336649349551796,1423612800,Business Class,1.0,RATING
-4573627727190337998,3585433149688769835,1420416000,Business Class,10.0,RATING
-1023099686133718933,-4182534706539459512,1407196800,Economy,1.0,RATING
-1023099686133718933,-1857329381676082337,1406937600,Economy,10.0,RATING
-1023099686133718933,6185699072912883467,1406937600,Economy,2.0,RATING
8566475821201526637,2119653363870960770,1404604800,Economy,6.0,RATING
8566475821201526637,-2759393207035984498,1404604800,Economy,5.0,RATING
8566475821201526637,-8540451227732054901,1404604800,Economy,6.0,RATING
-198685942195013072,-4734046111188422170,1372377600,Economy,9.0,RATING
-198685942195013072,1394843505423528163,1371772800,Economy,9.0,RATING
-198685942195013072,-5405168286578329171,1371772800,Economy,9.0,RATING
-3993030390775089019,8858288334995283309,1319155200,Economy,1.0,RATING
-3993030390775089019,-6048492849775184969,1303603200,Economy,4.0,RATING
715073372130382316,3755226163604915699,1386201600,Economy,9.0,RATING
715073372130382316,686562833879733594,1386115200,Economy,10.0,RATING
-4573627727190337998,4521296668721434098,1418860800,Economy,10.0,RATING
-4573627727190337998,359339157896763205,1418860800,Economy,10.0,RATING
-1023099686133718933,8717553002477681953,1406764800,Economy,8.0,RATING
-1023099686133718933,-1080950452763932484,1406592000,Economy,10.0,RATING
-1023099686133718933,-4644327579753278631,1405987200,Economy,8.0,RATING
-1023099686133718933,1168151690064243426,1405987200,Economy,3.0,RATING
8566475821201526637,6380435236989109222,1403222400,Business Class,9.0,RATING
8566475821201526637,-1898693173266645538,1402876800,Economy,10.0,RATING
8566475821201526637,1769418996242406107,1402617600,Economy,7.0,RATING
8566475821201526637,6814473770606107876,1402272000,Economy,9.0,RATING
-198685942195013072,7512668919199842544,1370995200,Economy,8.0,RATING
-198685942195013072,-5039009797814642382,1370908800,Economy,10.0,RATING
-198685942195013072,1184257103229970127,1370736000,Economy,8.0,RATING
715073372130382316,4902867450403135519,1385337600,Economy,6.0,RATING
-4573627727190337998,7051862306033905315,1418860800,Economy,10.0,RATING
-4573627727190337998,1479203574892206437,1418860800,Economy,6.0,RATING
-4573627727190337998,684957157010766492,1417392000,Economy,10.0,RATING
-4573627727190337998,4929793456831143846,1417392000,Business Class,5.0,RATING
-1023099686133718933,102354343734806717,1405555200,Economy,10.0,RATING
-1023099686133718933,1416677695822852486,1405555200,Economy,6.0,RATING
-1023099686133718933,-5139551802385605594,1404777600,Economy,6.0,RATING
8566475821201526637,6814473770606107876,1401840000,Economy,8.0,RATING
8566475821201526637,-4004830846754903956,1401840000,Economy,8.0,RATING
8566475821201526637,8383708513631823873,1401580800,Economy,2.0,RATING
8566475821201526637,7636474408322347765,1401580800,Economy,7.0,RATING
-198685942195013072,1184257103229970127,1370736000,Economy,9.0,RATING
-198685942195013072,3327222304262922130,1370304000,Economy,9.0,RATING
-198685942195013072,5102643364425636830,1370131200,Economy,3.0,RATING
715073372130382316,-3969233970420465271,1384905600,Economy,5.0,RATING
715073372130382316,6272290376975111698,1384819200,Economy,6.0,RATING
-4573627727190337998,8853226041290107627,1417392000,Business Class,10.0,RATING
-4573627727190337998,4352754040350671967,1415232000,Economy,9.0,RATING
-1023099686133718933,-8578052270066756350,1404604800,Economy,4.0,RATING
-1023099686133718933,-4712165386488706148,1404604800,Economy,10.0,RATING
8566475821201526637,-4459512993812064653,1401580800,Economy,5.0,RATING
8566475821201526637,2485542679741261855,1401062400,Economy,7.0,RATING
8566475821201526637,2931163469769189559,1400112000,Economy,6.0,RATING
-198685942195013072,5102643364425636830,1369785600,Business Class,8.0,RATING
-198685942195013072,1571343669898209455,1367366400,Economy,9.0,RATING
-198685942195013072,-346787981898472178,1366761600,Economy,9.0,RATING
715073372130382316,-5881713179071391017,1383609600,Economy,1.0,RATING
715073372130382316,828103506105570413,1383523200,Economy,10.0,RATING
715073372130382316,-1889195150708183523,1383177600,Economy,5.0,RATING
715073372130382316,6738157834115233405,1382659200,Business Class,4.0,RATING
5213278408454217689,3144609746150868511,1302393600,Economy,6.0,RATING
-4573627727190337998,2756532366049998516,1414972800,Economy,10.0,RATING
-4573627727190337998,-6900376035115802291,1414972800,Business Class,10.0,RATING
-4573627727190337998,8120125224640029423,1414713600,Business Class,6.0,RATING
-1023099686133718933,800263048797610411,1404604800,Economy,6.0,RATING
-1023099686133718933,7788898111738436397,1404604800,Economy,8.0,RATING
-1023099686133718933,3733243417722102036,1404172800,Economy,6.0,RATING
-1023099686133718933,2729259253361795520,1403654400,Economy,6.0,RATING
8566475821201526637,-8324900431496132692,1397865600,Economy,1.0,RATING
-198685942195013072,8603632532692287808,1364256000,Economy,10.0,RATING
-198685942195013072,-3139815851320858056,1363132800,Economy,9.0,RATING
715073372130382316,-1613849807002014487,1380672000,Business Class,8.0,RATING
5213278408454217689,-5300350038663735128,1294531200,Economy,3.0,RATING
5213278408454217689,7246275829073678531,1293062400,Economy,7.0,RATING
5213278408454217689,930866953361307666,1286841600,Business Class,7.0,RATING
-4573627727190337998,-8989080373156979517,1414713600,Economy,7.0,RATING
-1023099686133718933,3661908308884145763,1403481600,Economy,2.0,RATING
-1023099686133718933,232022038740034739,1403222400,Economy,3.0,RATING
8566475821201526637,-3673603218021964331,1395100800,Business Class,9.0,RATING
8566475821201526637,-3376058056650233059,1395014400,Economy,5.0,RATING
-198685942195013072,-5293927229445065640,1362355200,Economy,9.0,RATING
-198685942195013072,101304322693465473,1360800000,Economy,8.0,RATING
-198685942195013072,-7144681338007137506,1358812800,Economy,9.0,RATING
715073372130382316,-1613849807002014487,1380672000,Economy,8.0,RATING
715073372130382316,-6854980384797978481,1379808000,Economy,3.0,RATING
715073372130382316,5473794295570465388,1374105600,Economy,8.0,RATING
