ITEM_ID,USER_ID,TIMESTAMP,CABIN_TYPE,EVENT_VALUE,EVENT_TYPE
-5397708456041503349,-3552032498493167770,1414972800,Economy,6.0,RATING
-5397708456041503349,-2048188532472149456,1414972800,Economy,6.0,RATING
-5397708456041503349,-6716579484073420528,1414972800,Economy,1.0,RATING
6616792587211459681,266114733331533200,1355961600,Economy,8.0,RATING
6616792587211459681,7543085049329823142,1355270400,Economy,6.0,RATING
-5397708456041503349,-993659533636349785,1414972800,Economy,7.0,RATING
-5397708456041503349,7694087452823215604,1414713600,Economy,9.0,RATING
6616792587211459681,-6881685635730945140,1352678400,Economy,2.0,RATING
6616792587211459681,-2810717324060878978,1349308800,Economy,6.0,RATING
-5397708456041503349,6089737539062083192,1414713600,Business Class,2.0,RATING
-5397708456041503349,-1270197826972677124,1414713600,Business Class,9.0,RATING
6616792587211459681,-4938179324635895191,1348963200,Economy,2.0,RATING
6616792587211459681,4465642847293646852,1341187200,Economy,8.0,RATING
-5397708456041503349,-7611356743665000513,1414713600,Business Class,3.0,RATING
-5397708456041503349,4539921518985986276,1414454400,Economy,1.0,RATING
6616792587211459681,1738254679509378550,1336348800,Economy,10.0,RATING
-5397708456041503349,-4445254460816395620,1414454400,Business Class,9.0,RATING
-5397708456041503349,2746999944130503131,1414454400,Business Class,1.0,RATING
6616792587211459681,-6677238625008155702,1334534400,Economy,2.0,RATING
6616792587211459681,-2583090826747552877,1333324800,Economy,10.0,RATING
-5397708456041503349,5624573622112979015,1414454400,Business Class,4.0,RATING
-5397708456041503349,-4445254460816395620,1414454400,Economy,8.0,RATING
6616792587211459681,5224402110097221488,1332288000,Economy,1.0,RATING
-5397708456041503349,-8667556017055554312,1414454400,Business Class,10.0,RATING
-5397708456041503349,-7634282280971716512,1414454400,Premium Economy,9.0,RATING
6616792587211459681,2126350634550744916,1332115200,Economy,5.0,RATING
6616792587211459681,2133689668709336264,1331683200,Economy,1.0,RATING
-5397708456041503349,-5230234496783990771,1414454400,Economy,10.0,RATING
-5397708456041503349,1560522291655089997,1414454400,Business Class,1.0,RATING
6616792587211459681,3741358509715290896,1330560000,Economy,4.0,RATING
6616792587211459681,423687022689895438,1326240000,Economy,8.0,RATING
-5397708456041503349,8410526540825631999,1414454400,Economy,1.0,RATING
-5397708456041503349,818873626891200086,1414454400,Premium Economy,7.0,RATING
6616792587211459681,-3122336710776790571,1320624000,Economy,9.0,RATING
-5397708456041503349,6188396633976207050,1414454400,Economy,1.0,RATING
-5397708456041503349,-6630777894817959759,1414454400,Business Class,9.0,RATING
6616792587211459681,-192419319460654204,1314230400,Economy,7.0,RATING
6616792587211459681,-3944754082280816436,1313971200,Economy,2.0,RATING
-5397708456041503349,7694087452823215604,1414454400,Economy,9.0,RATING
-5397708456041503349,8905315969576581421,1413936000,Economy,10.0,RATING
6616792587211459681,-7559978529032031025,1307232000,Economy,9.0,RATING
-5397708456041503349,-3778451018611209780,1413936000,Economy,5.0,RATING
-5397708456041503349,2905835836356903063,1413936000,Economy,8.0,RATING
6616792587211459681,5381525111039609913,1305763200,Economy,9.0,RATING
6616792587211459681,-4566064940482173732,1303776000,Economy,9.0,RATING
-5397708456041503349,7314014797460683800,1413936000,Premium Economy,6.0,RATING
-5397708456041503349,173428304051669360,1413936000,Business Class,3.0,RATING
6616792587211459681,-6285646386267593420,1301529600,Economy,8.0,RATING
6616792587211459681,-8757515718389971478,1301184000,Economy,8.0,RATING
6616792587211459681,5625455296564701422,1300233600,Economy,9.0,RATING
-5397708456041503349,-628537360723260933,1413936000,Business Class,3.0,RATING
-5397708456041503349,-108926082835115124,1413936000,Business Class,1.0,RATING
6616792587211459681,-3059091152907576174,1298851200,Economy,1.0,RATING
-5397708456041503349,-5521565763124104543,1413936000,Premium Economy,10.0,RATING
-5397708456041503349,-628537360723260933,1413936000,Business Class,1.0,RATING
6616792587211459681,-1012070692640954287,1298851200,Economy,2.0,RATING
6616792587211459681,8515265683966937565,1297814400,Economy,2.0,RATING
-5397708456041503349,-108926082835115124,1413936000,Business Class,1.0,RATING
-5397708456041503349,-6303341472546469294,1413936000,Economy,5.0,RATING
-5397708456041503349,8996661206529219545,1413936000,Economy,5.0,RATING
6616792587211459681,7819118586485582835,1297641600,Economy,9.0,RATING
-5397708456041503349,-8302678862791404251,1413763200,Premium Economy,8.0,RATING
-5397708456041503349,8909816988999973885,1413763200,Business Class,4.0,RATING
6616792587211459681,8111455827057915555,1297382400,Economy,4.0,RATING
6616792587211459681,-2648483649576941892,1296777600,Economy,2.0,RATING
-5397708456041503349,9220638650660373068,1413763200,Economy,1.0,RATING
6616792587211459681,6023937203730170417,1296259200,Economy,2.0,RATING
-5397708456041503349,7673580289706777191,1413763200,Economy,10.0,RATING
6616792587211459681,4194803408071547985,1295654400,Economy,3.0,RATING
-5397708456041503349,-7660524343805981670,1413763200,Business Class,4.0,RATING
-5397708456041503349,1492436043304297318,1413763200,Business Class,9.0,RATING
-5397708456041503349,25881557449465934,1413763200,Economy,6.0,RATING
6616792587211459681,889416745917085937,1288137600,Economy,9.0,RATING
6616792587211459681,4810325760613624555,1277164800,Economy,9.0,RATING
-5397708456041503349,818873626891200086,1413158400,Economy,8.0,RATING
6616792587211459681,8653611566718852567,1274745600,Economy,8.0,RATING
6616792587211459681,9178070278381353299,1274572800,Economy,7.0,RATING
-5397708456041503349,-4264122093698306757,1413158400,Economy,2.0,RATING
-5397708456041503349,7391951383647846645,1413158400,Economy,4.0,RATING
6616792587211459681,7655836218623621146,1271894400,Economy,2.0,RATING
6616792587211459681,7750272861903591867,1271635200,Economy,9.0,RATING
-5397708456041503349,-730700904592524562,1413072000,Business Class,2.0,RATING
6616792587211459681,6645134991130718685,1271289600,Economy,8.0,RATING
-5397708456041503349,6035790848894968107,1413072000,Economy,5.0,RATING
-5397708456041503349,1911907768632374519,1413072000,Economy,2.0,RATING
6616792587211459681,7541507072762085847,1268611200,Economy,5.0,RATING
-5397708456041503349,6776759517349420133,1413072000,Economy,9.0,RATING
-5397708456041503349,818873626891200086,1413072000,Economy,9.0,RATING
6616792587211459681,-6286085416649723667,1267401600,Economy,2.0,RATING
-5397708456041503349,8178888349093890956,1413072000,Business Class,9.0,RATING
-5397708456041503349,509698638594190277,1413072000,Business Class,7.0,RATING
6616792587211459681,8564092150088592598,1267228800,Economy,1.0,RATING
-5397708456041503349,-5050511229364092453,1413072000,Economy,1.0,RATING
-5397708456041503349,-1244460861182811168,1413072000,Economy,2.0,RATING
-5397708456041503349,-5435655373720176765,1413072000,Premium Economy,1.0,RATING
-5397708456041503349,3911354776696743962,1413072000,First Class,8.0,RATING
-5397708456041503349,-3504683049888936406,1413072000,Economy,1.0,RATING
-5397708456041503349,6249799732603933913,1412726400,Economy,1.0,RATING
-5397708456041503349,5686955134083391499,1412726400,Economy,1.0,RATING
-5397708456041503349,-7675992190877728194,1412726400,Business Class,10.0,RATING
-5397708456041503349,8092918808081541678,1412726400,Business Class,2.0,RATING
-5397708456041503349,-6450120428243682366,1412726400,Economy,2.0,RATING
-5397708456041503349,-8325786658812123348,1412726400,Economy,1.0,RATING
-5397708456041503349,7655214907728745761,1412467200,Business Class,1.0,RATING
-5397708456041503349,-9088809704096270124,1412467200,Economy,8.0,RATING
-5397708456041503349,-4198523824622243220,1412467200,Economy,10.0,RATING
-5397708456041503349,-272776859902134146,1412467200,Economy,1.0,RATING
-5397708456041503349,-6704238240292653322,1412467200,Economy,7.0,RATING
-5397708456041503349,1934522943481099646,1412467200,Business Class,6.0,RATING
-5397708456041503349,4457571379177416482,1412467200,Business Class,1.0,RATING
-5397708456041503349,-736278716485345674,1412467200,Economy,4.0,RATING
-5397708456041503349,-5051083151512664656,1412467200,Business Class,7.0,RATING
-5397708456041503349,-2444227425483615962,1412467200,Premium Economy,3.0,RATING
-5397708456041503349,1995869688595749786,1412121600,Economy,9.0,RATING
-5397708456041503349,892196497593570330,1412121600,Business Class,8.0,RATING
-5397708456041503349,6569026633096988909,1412121600,Economy,2.0,RATING
-5397708456041503349,-7817459197364223779,1412121600,Economy,8.0,RATING
-5397708456041503349,-2444227425483615962,1412121600,Premium Economy,3.0,RATING
-5397708456041503349,6569026633096988909,1412121600,Premium Economy,7.0,RATING
-5397708456041503349,9052470100289929100,1412121600,Business Class,9.0,RATING
-5397708456041503349,-2047753865045322218,1412121600,Business Class,10.0,RATING
8068266001193052672,1285529009914315322,1434067200,Economy,10.0,RATING
8068266001193052672,5614843419843852818,1421971200,Economy,1.0,RATING
8068266001193052672,3051986169623091321,1419206400,Economy,4.0,RATING
8068266001193052672,-3161715205226804486,1374537600,Economy,10.0,RATING
8068266001193052672,3876279692744620283,1372809600,Economy,2.0,RATING
-5397708456041503349,5424301117541527836,1411862400,Business Class,8.0,RATING
-5397708456041503349,-7538548843966184226,1411862400,Business Class,10.0,RATING
-5397708456041503349,7293453323872271335,1411862400,Business Class,10.0,RATING
8068266001193052672,8666660773060561704,1369785600,Economy,5.0,RATING
8068266001193052672,88703302053712590,1353974400,Economy,8.0,RATING
8068266001193052672,-8275272070620430510,1330732800,Economy,1.0,RATING
8068266001193052672,6664018980393312961,1312070400,Economy,2.0,RATING
-5397708456041503349,-2106700209248378856,1411862400,Business Class,9.0,RATING
-5397708456041503349,2783092617231012077,1411862400,Economy,9.0,RATING
-5397708456041503349,1233860153002600180,1411862400,Business Class,1.0,RATING
8068266001193052672,-106631587109911292,1310688000,Economy,10.0,RATING
8068266001193052672,-3911677957179576444,1296432000,Economy,9.0,RATING
8068266001193052672,-485973581402594410,1246665600,Economy,10.0,RATING
-5397708456041503349,6289441724249363983,1411862400,Economy,7.0,RATING
-3824315595272639838,8002563625255235918,1437609600,Economy,10.0,RATING
-5397708456041503349,6981695683114002841,1411516800,Business Class,2.0,RATING
-3824315595272639838,-343655640789688879,1437523200,Economy,2.0,RATING
-3824315595272639838,3111875866820029934,1433980800,Economy,9.0,RATING
-3824315595272639838,-7625617295503806666,1421625600,Economy,8.0,RATING
-5397708456041503349,2385008086593938611,1411516800,Economy,5.0,RATING
-5397708456041503349,3288587576438171356,1411516800,Economy,7.0,RATING
-3824315595272639838,6806785754041040934,1421625600,Business Class,10.0,RATING
-3824315595272639838,-3695210679485852536,1421193600,Economy,10.0,RATING
-3824315595272639838,8000994481773273358,1420934400,Economy,7.0,RATING
-5397708456041503349,4605467837310797486,1411344000,Business Class,7.0,RATING
-3824315595272639838,-3112223051673587606,1405555200,Economy,2.0,RATING
-3824315595272639838,5999317832836112629,1404604800,Economy,8.0,RATING
-5397708456041503349,-2871955431482095195,1411344000,Economy,9.0,RATING
-5397708456041503349,3569234483528932836,1411344000,Economy,1.0,RATING
-5397708456041503349,2000535828687225472,1411344000,Economy,8.0,RATING
-3824315595272639838,-8483306610239977630,1404086400,Economy,8.0,RATING
-3824315595272639838,-3304352742031727446,1398038400,Economy,2.0,RATING
-3824315595272639838,-639846513601510542,1396742400,Economy,7.0,RATING
-3824315595272639838,8406342309495240605,1394409600,Economy,2.0,RATING
-3824315595272639838,-1400071901745533692,1387756800,Economy,8.0,RATING
-5397708456041503349,-7730066406150160286,1410998400,Business Class,9.0,RATING
-5397708456041503349,6236341330655808863,1410998400,Economy,8.0,RATING
-3824315595272639838,2306770149936596389,1387497600,Economy,1.0,RATING
-3824315595272639838,-2102908076233491522,1381795200,Business Class,8.0,RATING
-5397708456041503349,6389062420997100262,1410998400,Business Class,2.0,RATING
-5397708456041503349,2916068412687334019,1410998400,Business Class,8.0,RATING
-5397708456041503349,6389062420997100262,1410998400,Business Class,2.0,RATING
-3824315595272639838,8366113133350034348,1374624000,Economy,5.0,RATING
-3824315595272639838,-921563962541931543,1370217600,Economy,8.0,RATING
-5397708456041503349,-4514493898099292931,1410998400,Economy,5.0,RATING
-5397708456041503349,6238906141181340587,1410998400,Economy,2.0,RATING
-3824315595272639838,5954551792031499705,1364860800,First Class,6.0,RATING
-3824315595272639838,-7364211515601142293,1364342400,First Class,7.0,RATING
-3824315595272639838,-8225728799965572098,1362700800,Economy,1.0,RATING
-3824315595272639838,-6049680470223476433,1358812800,Economy,10.0,RATING
-3824315595272639838,2961860970227954866,1344211200,Economy,5.0,RATING
-3824315595272639838,-3911677957179576444,1342310400,Economy,9.0,RATING
-5397708456041503349,3057026423738800311,1410912000,Business Class,10.0,RATING
-3824315595272639838,-8801442437283878966,1330560000,Economy,2.0,RATING
-3824315595272639838,-1459751643417469809,1317600000,Economy,9.0,RATING
-3824315595272639838,-5167314295645672610,1314576000,Economy,9.0,RATING
-5397708456041503349,6579701662047790682,1410912000,Business Class,10.0,RATING
-5397708456041503349,-4845046486538294091,1410912000,Economy,1.0,RATING
-5397708456041503349,-5073869786893961896,1410912000,Economy,1.0,RATING
-3824315595272639838,1901403476374353780,1311984000,Economy,10.0,RATING
-3824315595272639838,8366113133350034348,1300147200,Economy,8.0,RATING
-3824315595272639838,173841205061514288,1299456000,Economy,6.0,RATING
-5397708456041503349,-7817459197364223779,1410912000,Economy,7.0,RATING
-5397708456041503349,-469567329780499821,1410912000,Premium Economy,9.0,RATING
-5397708456041503349,-5164068781545184500,1410912000,Premium Economy,8.0,RATING
-3824315595272639838,7173945027008621622,1290816000,Economy,6.0,RATING
-3824315595272639838,436521266625965240,1287964800,Economy,7.0,RATING
-3824315595272639838,-8801442437283878966,1280188800,Economy,4.0,RATING
-5397708456041503349,8024731429614931096,1410912000,Business Class,5.0,RATING
-5397708456041503349,-5204826688156652226,1410912000,Business Class,5.0,RATING
-5397708456041503349,8323288235382045462,1410912000,Economy,9.0,RATING
-3824315595272639838,1221998454380492755,1276819200,Business Class,6.0,RATING
-3824315595272639838,-5304773881458339790,1268092800,Economy,9.0,RATING
-3824315595272639838,943027892702928430,1267228800,Economy,3.0,RATING
-3824315595272639838,8366113133350034348,1263081600,Economy,5.0,RATING
-5397708456041503349,8044590714177361895,1410912000,Business Class,4.0,RATING
-5397708456041503349,-8839557093763832017,1410912000,Premium Economy,2.0,RATING
-5397708456041503349,-7715762604794029346,1410912000,Business Class,1.0,RATING
-5397708456041503349,-469567329780499821,1410912000,Premium Economy,9.0,RATING
-5397708456041503349,-4613190385148199559,1410652800,Economy,9.0,RATING
-5397708456041503349,-7139032719355626279,1410652800,Business Class,1.0,RATING
-5397708456041503349,-3418024532050856383,1410652800,Premium Economy,1.0,RATING
-5397708456041503349,-3157973307222753116,1410652800,Premium Economy,1.0,RATING
-5397708456041503349,2151265931699554805,1410652800,Economy,7.0,RATING
-5397708456041503349,1608184815124123107,1410652800,Business Class,2.0,RATING
-5397708456041503349,2935637750469086580,1410652800,Economy,10.0,RATING
-5397708456041503349,-5797647763382197027,1410220800,Premium Economy,7.0,RATING
-5397708456041503349,1858446853064975434,1410220800,Economy,1.0,RATING
-5397708456041503349,-6870184064216275125,1410220800,Business Class,8.0,RATING
-5397708456041503349,-7676003550378400111,1410220800,Economy,1.0,RATING
-5397708456041503349,5181943743269515137,1410220800,Economy,7.0,RATING
-5397708456041503349,-1782567881806210270,1410220800,Business Class,5.0,RATING
-5397708456041503349,-1596449114185338110,1409961600,Premium Economy,2.0,RATING
-5397708456041503349,-5164068781545184500,1409961600,Business Class,9.0,RATING
-5397708456041503349,-8810222861272760127,1409961600,Business Class,4.0,RATING
-5397708456041503349,-794700573320199870,1409961600,Business Class,1.0,RATING
-5397708456041503349,3238945585495504199,1409961600,Premium Economy,8.0,RATING
-5397708456041503349,7051253244174035211,1409961600,Economy,4.0,RATING
-5397708456041503349,2840561931723441239,1409961600,Business Class,9.0,RATING
-5397708456041503349,433899501503012858,1409961600,Business Class,1.0,RATING
-5397708456041503349,8495567379083383224,1409961600,Business Class,6.0,RATING
-5397708456041503349,-6862639289326752359,1409961600,Business Class,5.0,RATING
-5397708456041503349,-1524656474841867376,1409961600,Business Class,1.0,RATING
-5397708456041503349,-7971873640380053996,1409961600,Economy,1.0,RATING
-8414611762225118825,3173760158857148738,1303603200,Economy,9.0,RATING
-5397708456041503349,6542240308706321354,1409529600,Economy,6.0,RATING
-5397708456041503349,-4887918245181281252,1409529600,Business Class,1.0,RATING
-5397708456041503349,-7837734858049230482,1409529600,Business Class,10.0,RATING
-5397708456041503349,-6850839835097529234,1409529600,Business Class,7.0,RATING
-5397708456041503349,8422744367662397332,1409529600,Economy,2.0,RATING
-5397708456041503349,-7244696384629156711,1409529600,Economy,10.0,RATING
-5397708456041503349,-706241445656525823,1409529600,Business Class,3.0,RATING
-5397708456041503349,-8775815181601581401,1409529600,Economy,9.0,RATING
-5397708456041503349,832741642573449718,1409529600,Economy,3.0,RATING
-5397708456041503349,7962980319440912117,1409529600,First Class,7.0,RATING
-5397708456041503349,1530527520526661164,1409529600,First Class,6.0,RATING
-5397708456041503349,7851901188734880021,1409184000,Economy,10.0,RATING
5246742187731925902,5883454295809892866,1438300800,Premium Economy,8.0,RATING
-5397708456041503349,-8043328296821062661,1409184000,Economy,8.0,RATING
5246742187731925902,-5109950573376954438,1437868800,Business Class,9.0,RATING
5246742187731925902,-9208662320431481752,1437782400,Business Class,2.0,RATING
5246742187731925902,-8883849698055117159,1437696000,Economy,2.0,RATING
-5397708456041503349,2353973078922352448,1409184000,Economy,9.0,RATING
-5397708456041503349,-220193201720163086,1409184000,Business Class,8.0,RATING
-5397708456041503349,-5552013907363264906,1409184000,Business Class,3.0,RATING
5246742187731925902,-8897626492699089010,1437696000,Economy,1.0,RATING
5246742187731925902,-5701219597054470845,1437523200,Economy,1.0,RATING
-5397708456041503349,-3706808177234958561,1409184000,Economy,4.0,RATING
-5397708456041503349,4349298732055574318,1409184000,Economy,7.0,RATING
-5397708456041503349,6161525364169704458,1409184000,Business Class,4.0,RATING
5246742187731925902,-7263428760742213250,1437350400,Premium Economy,9.0,RATING
5246742187731925902,-7263428760742213250,1437350400,Business Class,9.0,RATING
5246742187731925902,5323101582429438867,1437264000,Business Class,9.0,RATING
-5397708456041503349,6276626312685076724,1409184000,Economy,10.0,RATING
-5397708456041503349,3049875921162665118,1409011200,First Class,9.0,RATING
-5397708456041503349,2374757196796608275,1409011200,Business Class,7.0,RATING
5246742187731925902,5323101582429438867,1437264000,Business Class,9.0,RATING
5246742187731925902,-3222323515849104654,1436572800,Economy,10.0,RATING
5246742187731925902,-6173481139881262768,1436313600,Economy,9.0,RATING
-5397708456041503349,-5781819367353379131,1409011200,Economy,1.0,RATING
-5397708456041503349,6052109123026886447,1409011200,Business Class,7.0,RATING
-5397708456041503349,-2943034363549268371,1409011200,Business Class,8.0,RATING
5246742187731925902,1617265230030616580,1436054400,Economy,10.0,RATING
5246742187731925902,-5610922975732014403,1435968000,Economy,8.0,RATING
5246742187731925902,2726046333117388719,1435968000,Business Class,9.0,RATING
-5397708456041503349,3328655637824556163,1409011200,Business Class,5.0,RATING
-5397708456041503349,-3337208714757440394,1409011200,Premium Economy,1.0,RATING
-5397708456041503349,-5503160766874036501,1408492800,Business Class,3.0,RATING
-5397708456041503349,4571786773090498825,1408492800,Business Class,6.0,RATING
5246742187731925902,16630131960767302,1435968000,Economy,9.0,RATING
5246742187731925902,-4177287515787495019,1435881600,Business Class,9.0,RATING
-5397708456041503349,7325594444193909913,1408492800,Economy,7.0,RATING
-5397708456041503349,1492436043304297318,1408320000,Business Class,10.0,RATING
-5397708456041503349,5640652140681858213,1408320000,Business Class,2.0,RATING
5246742187731925902,-8773301729321941831,1435795200,Economy,4.0,RATING
5246742187731925902,-5476828643142805927,1435449600,Business Class,8.0,RATING
5246742187731925902,-5827490864244146785,1435363200,Economy,6.0,RATING
-5397708456041503349,-7633755376961442585,1408320000,Premium Economy,8.0,RATING
-5397708456041503349,7213331008686232431,1408320000,Business Class,3.0,RATING
-5397708456041503349,-4687852967087000741,1407888000,Economy,4.0,RATING
5246742187731925902,-3046389750410976020,1435363200,Economy,5.0,RATING
5246742187731925902,6043247848805877466,1435017600,Economy,1.0,RATING
5246742187731925902,5698001869276797288,1435017600,Premium Economy,7.0,RATING
-5397708456041503349,-2993778851141261078,1407888000,Business Class,9.0,RATING
-5397708456041503349,-7977515380270282802,1407888000,Economy,8.0,RATING
-5397708456041503349,-4727497304215738737,1407888000,Business Class,8.0,RATING
5246742187731925902,5435730386804037078,1434844800,Economy,7.0,RATING
5246742187731925902,-7054255384855786698,1434758400,Business Class,10.0,RATING
-5397708456041503349,-4878018948429446787,1407888000,Economy,1.0,RATING
-5397708456041503349,-7752578968269142353,1407888000,Economy,10.0,RATING
-5397708456041503349,-1782567881806210270,1407888000,First Class,9.0,RATING
5246742187731925902,-1834164626537551363,1434672000,Economy,6.0,RATING
5246742187731925902,-5554367225492607407,1434585600,Business Class,6.0,RATING
5246742187731925902,9120558199062672549,1434412800,Economy,4.0,RATING
-5397708456041503349,6007001451216049887,1407715200,Business Class,3.0,RATING
-5397708456041503349,-301799722864749299,1407715200,Economy,9.0,RATING
-5397708456041503349,-3483528795138159792,1407283200,Economy,10.0,RATING
5246742187731925902,-4997884517319589183,1434412800,Economy,7.0,RATING
5246742187731925902,7877043833034661677,1434326400,Economy,9.0,RATING
-5397708456041503349,-2459554301692181157,1407283200,Economy,1.0,RATING
-5397708456041503349,8113602837236382464,1407110400,Business Class,6.0,RATING
-5397708456041503349,3054980060676336414,1406937600,Business Class,7.0,RATING
5246742187731925902,3569234483528932836,1434240000,Business Class,7.0,RATING
5246742187731925902,5093962187426479098,1434067200,Economy,10.0,RATING
-5397708456041503349,-6510107961745411966,1406937600,Business Class,1.0,RATING
-5397708456041503349,-8956649192580568869,1406937600,Business Class,10.0,RATING
-5397708456041503349,-8956649192580568869,1406937600,Economy,8.0,RATING
5246742187731925902,5670745662604022005,1434067200,Premium Economy,9.0,RATING
5246742187731925902,94803650192648529,1433548800,Business Class,10.0,RATING
5246742187731925902,-2027110342150455432,1433548800,Premium Economy,1.0,RATING
-5397708456041503349,-3517133403547584270,1406764800,Economy,7.0,RATING
-5397708456041503349,4122349916055131028,1406764800,Business Class,10.0,RATING
5246742187731925902,1474517123059271778,1433548800,Premium Economy,10.0,RATING
5246742187731925902,-3997264297266472350,1433376000,Economy,2.0,RATING
5246742187731925902,8720327461010678209,1433030400,Economy,2.0,RATING
5246742187731925902,-2568460775159902840,1433030400,Business Class,9.0,RATING
-5397708456041503349,-5473264538760995598,1406764800,Economy,5.0,RATING
-5397708456041503349,985070702236545480,1406764800,Business Class,8.0,RATING
-5397708456041503349,6781765894014584742,1406764800,Business Class,4.0,RATING
5246742187731925902,4112917986845130697,1433030400,Economy,1.0,RATING
5246742187731925902,6941611996344360564,1433030400,Business Class,6.0,RATING
-5397708456041503349,-2986510064634614058,1406592000,Business Class,10.0,RATING
-5397708456041503349,-5164068781545184500,1406592000,Business Class,9.0,RATING
-5397708456041503349,-5164068781545184500,1406592000,Business Class,9.0,RATING
5246742187731925902,3438619116348777722,1432771200,Economy,9.0,RATING
5246742187731925902,8827894338319411587,1432684800,Business Class,6.0,RATING
5246742187731925902,2133831715827179051,1432684800,Premium Economy,8.0,RATING
-5397708456041503349,-3180736152431293547,1406592000,Business Class,3.0,RATING
-5397708456041503349,1660039526304957943,1406592000,Economy,4.0,RATING
5246742187731925902,6532230218628582585,1432252800,Economy,1.0,RATING
5246742187731925902,-234478665897999572,1432080000,Premium Economy,6.0,RATING
5246742187731925902,-3752706566449069680,1432080000,Business Class,9.0,RATING
-5397708456041503349,7403640314304117642,1406592000,Economy,8.0,RATING
-5397708456041503349,7403640314304117642,1406592000,Economy,8.0,RATING
-5397708456041503349,6299117479343940803,1406592000,Economy,2.0,RATING
5246742187731925902,-596425765632235396,1432080000,Economy,9.0,RATING
5246742187731925902,-8331297544593291387,1432080000,Business Class,1.0,RATING
5246742187731925902,-4589604051691135073,1432080000,Economy,3.0,RATING
-5397708456041503349,7254349648857718425,1406592000,Economy,7.0,RATING
-5397708456041503349,-5706455817447871632,1406592000,Economy,1.0,RATING
5246742187731925902,-3752706566449069680,1432080000,Business Class,9.0,RATING
5246742187731925902,6661736740018457678,1431907200,Economy,9.0,RATING
5246742187731925902,-2566777319704270662,1431734400,Business Class,10.0,RATING
-5397708456041503349,7403640314304117642,1406592000,Economy,8.0,RATING
-5397708456041503349,7403640314304117642,1406592000,Economy,7.0,RATING
-5397708456041503349,-3495449311215366996,1406419200,Economy,3.0,RATING
5246742187731925902,3845599251370843786,1431388800,Premium Economy,8.0,RATING
5246742187731925902,-7167111977356074131,1431302400,Business Class,8.0,RATING
5246742187731925902,7666298253308967476,1431302400,Business Class,10.0,RATING
-5397708456041503349,4171603152990716075,1406419200,Economy,9.0,RATING
-5397708456041503349,818873626891200086,1406419200,Economy,6.0,RATING
5246742187731925902,1197669812212529593,1431216000,Economy,9.0,RATING
5246742187731925902,-1994590952151045120,1431216000,Premium Economy,3.0,RATING
5246742187731925902,-7916984085013636453,1431043200,Economy,8.0,RATING
-5397708456041503349,-7821462109898550480,1406246400,First Class,7.0,RATING
-5397708456041503349,-7699333718143281280,1405987200,Premium Economy,9.0,RATING
-5397708456041503349,-4291574593557690910,1405987200,Business Class,6.0,RATING
5246742187731925902,3320292599838460778,1431043200,Premium Economy,8.0,RATING
5246742187731925902,3049875921162665118,1430870400,Business Class,9.0,RATING
5246742187731925902,7025865575767762474,1430697600,Business Class,10.0,RATING
-5397708456041503349,916640971343170185,1405987200,Business Class,2.0,RATING
-5397708456041503349,916640971343170185,1405987200,Business Class,3.0,RATING
-5397708456041503349,509698638594190277,1405987200,Economy,9.0,RATING
5246742187731925902,3414615793656196055,1430697600,Business Class,10.0,RATING
5246742187731925902,3320292599838460778,1430524800,Premium Economy,10.0,RATING
-5397708456041503349,-7699333718143281280,1405987200,Premium Economy,8.0,RATING
-5397708456041503349,3122346042446900915,1405814400,Economy,7.0,RATING
-5397708456041503349,-234640615699369650,1405555200,Economy,8.0,RATING
5246742187731925902,-6679123107222895136,1430524800,Economy,5.0,RATING
5246742187731925902,-7614880341067707938,1430438400,Business Class,3.0,RATING
5246742187731925902,7653729154518332775,1430179200,Business Class,9.0,RATING
-5397708456041503349,-7439755759788250427,1405555200,Economy,10.0,RATING
-5397708456041503349,-1346597488539964873,1405555200,Business Class,3.0,RATING
5246742187731925902,-935725384176176836,1430092800,Premium Economy,5.0,RATING
5246742187731925902,4567403538859528794,1430092800,Economy,8.0,RATING
5246742187731925902,-4964399108217543735,1429833600,Economy,10.0,RATING
-5397708456041503349,3893823206949063986,1405382400,Business Class,3.0,RATING
-5397708456041503349,-4793600867354424194,1405382400,Business Class,6.0,RATING
-5397708456041503349,7949447449706049702,1405382400,Economy,8.0,RATING
5246742187731925902,-8005009219140416414,1429747200,Economy,9.0,RATING
5246742187731925902,4538692917459095291,1429747200,Economy,10.0,RATING
-5397708456041503349,-622926222558961260,1405382400,Premium Economy,9.0,RATING
-5397708456041503349,-2643380902358275296,1405382400,Economy,6.0,RATING
5246742187731925902,1338848563517946242,1429401600,Economy,5.0,RATING
5246742187731925902,-225072072020049516,1428969600,Economy,10.0,RATING
5246742187731925902,-3451447042233646927,1428969600,Economy,1.0,RATING
-5397708456041503349,-3747718392007110442,1405209600,Premium Economy,10.0,RATING
-5397708456041503349,4296147243853017595,1405123200,Economy,7.0,RATING
-5397708456041503349,-6210653607450188525,1405123200,Economy,7.0,RATING
5246742187731925902,-3622122460617346211,1428796800,Business Class,8.0,RATING
5246742187731925902,972392183322110931,1428796800,Economy,6.0,RATING
5246742187731925902,2948684397409118627,1428796800,Economy,2.0,RATING
-5397708456041503349,818873626891200086,1404777600,Premium Economy,8.0,RATING
-5397708456041503349,-3537130746667769409,1404777600,Economy,7.0,RATING
5246742187731925902,8765031011369572161,1428451200,Business Class,7.0,RATING
5246742187731925902,4171603152990716075,1428105600,Premium Economy,9.0,RATING
